大妖狐大人,"Map150.json,events,1,name"
\C[27]清彦,"Map150.json,events,2,pages,0,list,6,parameters,0"
「……呜呜」,"Map150.json,events,2,pages,0,list,7,parameters,0"
大妖狐,"Map150.json,events,2,pages,0,list,9,parameters,0"
「清彦君，醒了吗？」,"Map150.json,events,2,pages,0,list,10,parameters,0"
轻轻地扶起试图坐起来的她,"Map150.json,events,2,pages,0,list,12,parameters,0"
让她躺下来。,"Map150.json,events,2,pages,0,list,13,parameters,0"
她在精神上也不稳定,"Map150.json,events,2,pages,0,list,14,parameters,0"
现在躺下来是最好的。,"Map150.json,events,2,pages,0,list,15,parameters,0"
吸血姬,"Map150.json,events,2,pages,0,list,18,parameters,0"
「你醒了的样子,"Map150.json,events,2,pages,0,list,19,parameters,0"
差不多可以开始了吧？」,"Map150.json,events,2,pages,0,list,20,parameters,0"
\C[27]清彦,"Map150.json,events,2,pages,0,list,24,parameters,0"
「你是……」,"Map150.json,events,2,pages,0,list,25,parameters,0"
大妖狐,"Map150.json,events,2,pages,0,list,27,parameters,0"
「我朋友的吸血姬小姐。,"Map150.json,events,2,pages,0,list,28,parameters,0"
我觉得她能知道清彦君现在的身体状况」,"Map150.json,events,2,pages,0,list,29,parameters,0"
吸血姬,"Map150.json,events,2,pages,0,list,31,parameters,0"
「顺便说一下，身体散发着人类和魔物娘混合的,"Map150.json,events,2,pages,0,list,32,parameters,0"
奇怪气味。,"Map150.json,events,2,pages,0,list,33,parameters,0"
\!能把手伸出来吗？」,"Map150.json,events,2,pages,0,list,34,parameters,0"
我照着她说的伸出了左手。\!,"Map150.json,events,2,pages,0,list,39,parameters,0"
虽然在被子的底下双脚互相摩擦,"Map150.json,events,2,pages,0,list,40,parameters,0"
但是股间什么感觉也没有。,"Map150.json,events,2,pages,0,list,41,parameters,0"
吸血姬,"Map150.json,events,2,pages,0,list,43,parameters,0"
「咬一口吧」,"Map150.json,events,2,pages,0,list,44,parameters,0"
左手感到疼痛。,"Map150.json,events,2,pages,0,list,49,parameters,0"
被称为吸血姬的女性舔了舔指尖的红色部分。,"Map150.json,events,2,pages,0,list,50,parameters,0"
\!……大概过了一两秒。,"Map150.json,events,2,pages,0,list,51,parameters,0"
她点了点头，慢慢张开了嘴。,"Map150.json,events,2,pages,0,list,52,parameters,0"
吸血姬,"Map150.json,events,2,pages,0,list,55,parameters,0"
「……有一点人类男性的味道。,"Map150.json,events,2,pages,0,list,56,parameters,0"
是年轻而充满活力的血液。,"Map150.json,events,2,pages,0,list,57,parameters,0"
其他的味道和大妖狐完全一样」,"Map150.json,events,2,pages,0,list,58,parameters,0"
\C[27]清彦,"Map150.json,events,2,pages,0,list,62,parameters,0"
「诶...？」,"Map150.json,events,2,pages,0,list,63,parameters,0"
大妖狐,"Map150.json,events,2,pages,0,list,65,parameters,0"
"「诶""！？」","Map150.json,events,2,pages,0,list,66,parameters,0"
虽然都是『诶』这个字，但是语气完全不同。,"Map150.json,events,2,pages,0,list,68,parameters,0"
清彦的语气充满了希望。,"Map150.json,events,2,pages,0,list,69,parameters,0"
但是……大妖狐却困惑不解。,"Map150.json,events,2,pages,0,list,70,parameters,0"
吸血姬,"Map150.json,events,2,pages,0,list,73,parameters,0"
「淡而浓。虽然有点矛盾,"Map150.json,events,2,pages,0,list,74,parameters,0"
但是第一次尝到这种味道。,"Map150.json,events,2,pages,0,list,75,parameters,0"
加到红茶里，应该能尝到新的味道」,"Map150.json,events,2,pages,0,list,76,parameters,0"
吸血姬,"Map150.json,events,2,pages,0,list,78,parameters,0"
「既然来了，再多喝一点可以吗？」,"Map150.json,events,2,pages,0,list,79,parameters,0"
\C[27]清彦,"Map150.json,events,2,pages,0,list,82,parameters,0"
「……我就不客气了」,"Map150.json,events,2,pages,0,list,83,parameters,0"
很遗憾。\.\.\.,"Map150.json,events,2,pages,0,list,85,parameters,0"
这样说着，吸血姬慢慢站起身。,"Map150.json,events,2,pages,0,list,86,parameters,0"
她的裙子里面的东西都看得见,"Map150.json,events,2,pages,0,list,87,parameters,0"
但是她没有任何反应。,"Map150.json,events,2,pages,0,list,88,parameters,0"
吸血姬,"Map150.json,events,2,pages,0,list,94,parameters,0"
「那么……。,"Map150.json,events,2,pages,0,list,95,parameters,0"
我能做到的就只有这些了。,"Map150.json,events,2,pages,0,list,96,parameters,0"
请你们两个加油吧。失陪了」,"Map150.json,events,2,pages,0,list,97,parameters,0"
\C[27]清彦,"Map150.json,events,2,pages,0,list,103,parameters,0"
「皮肤里的感觉几乎消失了……。,"Map150.json,events,2,pages,0,list,104,parameters,0"
不，完全消失了」,"Map150.json,events,2,pages,0,list,105,parameters,0"
\C[27]清彦,"Map150.json,events,2,pages,0,list,107,parameters,0"
「但是，如果能尝到男人的血味,"Map150.json,events,2,pages,0,list,108,parameters,0"
说明皮肤并没有完全愈合。应该是这样……吧」,"Map150.json,events,2,pages,0,list,109,parameters,0"
吸血姬说的是真的吗。,"Map150.json,events,2,pages,0,list,112,parameters,0"
明明内在已经完全改变了,"Map150.json,events,2,pages,0,list,113,parameters,0"
为什么还能尝到男人的血味呢。,"Map150.json,events,2,pages,0,list,114,parameters,0"
……皮肤里真的有清彦本人的身体吗？,"Map150.json,events,2,pages,0,list,115,parameters,0"
当那个植物对她的身体进行了各种处理时,"Map150.json,events,2,pages,0,list,117,parameters,0"
我看到了它往她体内注入了液体。,"Map150.json,events,2,pages,0,list,118,parameters,0"
……是那个导致内在恢复的原因吗？,"Map150.json,events,2,pages,0,list,119,parameters,0"
还是因为精灵的药物恢复的……？,"Map150.json,events,2,pages,0,list,120,parameters,0"
还是因为其他的事情……。\.\.\.,"Map150.json,events,2,pages,0,list,122,parameters,0"
越想越觉得，大妖狐的头脑一片混乱。,"Map150.json,events,2,pages,0,list,123,parameters,0"
资料太少了。到底该怎么办才好。,"Map150.json,events,2,pages,0,list,124,parameters,0"
既然已经发生了这样的事,"Map150.json,events,2,pages,0,list,126,parameters,0"
就不能再把人类关在皮肤里了。,"Map150.json,events,2,pages,0,list,127,parameters,0"
但是……如果不收集数据,"Map150.json,events,2,pages,0,list,128,parameters,0"
恢复清彦的道路就会变得困难。,"Map150.json,events,2,pages,0,list,129,parameters,0"
\C[27]清彦,"Map150.json,events,2,pages,0,list,134,parameters,0"
「大妖狐小姐？」,"Map150.json,events,2,pages,0,list,135,parameters,0"
大妖狐,"Map150.json,events,2,pages,0,list,138,parameters,0"
「……！\!对了。,"Map150.json,events,2,pages,0,list,139,parameters,0"
我会试着找到让你脱下那层皮的方法。,"Map150.json,events,2,pages,0,list,140,parameters,0"
所以……能帮我一些忙吗？」,"Map150.json,events,2,pages,0,list,141,parameters,0"
大妖狐,"Map150.json,events,2,pages,0,list,143,parameters,0"
「当然会给你报酬的。,"Map150.json,events,2,pages,0,list,144,parameters,0"
这次的短刀就当作报酬。期间的住宿费和饮食费当然也是免费的。,"Map150.json,events,2,pages,0,list,145,parameters,0"
你可以住在这里♪」,"Map150.json,events,2,pages,0,list,146,parameters,0"
……内在是否改变，以后再考虑。,"Map150.json,events,2,pages,0,list,148,parameters,0"
现在最重要的是解决那层皮。,"Map150.json,events,2,pages,0,list,149,parameters,0"
虽然不知道要多久……但一定有办法。,"Map150.json,events,2,pages,0,list,150,parameters,0"
重新阅读了在制作皮肤时参考的资料,"Map150.json,events,2,pages,0,list,152,parameters,0"
从中寻找没有的方法。,"Map150.json,events,2,pages,0,list,153,parameters,0"
……就按照这个方针吧。\!大妖狐静静地点了点头。,"Map150.json,events,2,pages,0,list,154,parameters,0"
\C[27]清彦,"Map150.json,events,2,pages,0,list,156,parameters,0"
「好的」,"Map150.json,events,2,pages,0,list,157,parameters,0"
\C[27]清彦,"Map150.json,events,2,pages,0,list,159,parameters,0"
「……还有，虽然确实很震惊,"Map150.json,events,2,pages,0,list,160,parameters,0"
但也算是半个意外。,"Map150.json,events,2,pages,0,list,161,parameters,0"
我并不太在意，我们一起加油吧」,"Map150.json,events,2,pages,0,list,162,parameters,0"
大妖狐,"Map150.json,events,2,pages,0,list,164,parameters,0"
「……\.\.\.嗯！\.,"Map150.json,events,2,pages,0,list,165,parameters,0"
谢谢你，清彦君」,"Map150.json,events,2,pages,0,list,166,parameters,0"
――几周后。,"Map150.json,events,2,pages,0,list,171,parameters,0"
吸血姬,"Map150.json,events,3,name"
