店长,"Map247.json,events,1,name"
身体的负担变轻了。,"Map247.json,events,2,pages,0,list,4,parameters,0"
\.\.。而且……变轻的样子很奇怪。,"Map247.json,events,2,pages,0,list,5,parameters,0"
……比起开始之前，身体变得更轻了。,"Map247.json,events,2,pages,0,list,8,parameters,0"
手中的剑的重量变得轻得多。,"Map247.json,events,2,pages,0,list,9,parameters,0"
就像是孩子的玩具剑一样。,"Map247.json,events,2,pages,0,list,10,parameters,0"
店长,"Map247.json,events,2,pages,0,list,13,parameters,0"
「……呼」,"Map247.json,events,2,pages,0,list,14,parameters,0"
店长靠在肩膀上喘息。,"Map247.json,events,2,pages,0,list,16,parameters,0"
看起来很累,"Map247.json,events,2,pages,0,list,17,parameters,0"
也难怪，使用这么多魔法是不可能的。,"Map247.json,events,2,pages,0,list,18,parameters,0"
清彦,"Map247.json,events,2,pages,0,list,20,parameters,0"
「（\C[27]把那个人也变成伙伴……。\!\C[0],"Map247.json,events,2,pages,0,list,21,parameters,0"
现在的思考是什么，感觉就像我变成了淫魔――。,"Map247.json,events,2,pages,0,list,22,parameters,0"
在思考的同时,"Map247.json,events,2,pages,0,list,28,parameters,0"
他的身体不断受到冲击。,"Map247.json,events,2,pages,0,list,29,parameters,0"
他感觉到自己身体的某个部位膨胀,"Map247.json,events,2,pages,0,list,33,parameters,0"
或者收缩的奇怪感觉。,"Map247.json,events,2,pages,0,list,34,parameters,0"
身体变轻，奇怪的思考感觉也想要考虑。,"Map247.json,events,2,pages,0,list,36,parameters,0"
但是……一不留神，就会失去意识。,"Map247.json,events,2,pages,0,list,37,parameters,0"
这关系到整个世界。,"Map247.json,events,2,pages,0,list,38,parameters,0"
如果我失去意识，就什么都完了。,"Map247.json,events,2,pages,0,list,39,parameters,0"
店长,"Map247.json,events,2,pages,0,list,43,parameters,0"
「……最后了」,"Map247.json,events,2,pages,0,list,44,parameters,0"
最后。,"Map247.json,events,2,pages,0,list,46,parameters,0"
\!一切都结束了。,"Map247.json,events,2,pages,0,list,47,parameters,0"
淫魔果然消失了吗？,"Map247.json,events,2,pages,0,list,48,parameters,0"
不……如果不让它消失，就会麻烦。,"Map247.json,events,2,pages,0,list,49,parameters,0"
清彦,"Map247.json,events,2,pages,0,list,55,parameters,0"
「呃……！？」,"Map247.json,events,2,pages,0,list,56,parameters,0"
准备好的破魔剑碎成了粉末。,"Map247.json,events,2,pages,0,list,58,parameters,0"
就像玻璃破碎一样，碎成了小块。,"Map247.json,events,2,pages,0,list,59,parameters,0"
店长,"Map247.json,events,2,pages,0,list,65,parameters,0"
「太完美了，清彦君。,"Map247.json,events,2,pages,0,list,66,parameters,0"
城里的『淫魔』完全消失了。\.\.,"Map247.json,events,2,pages,0,list,67,parameters,0"
接下来使用传送魔法离开这里――。,"Map247.json,events,2,pages,0,list,68,parameters,0"
店长一直保持着不变的表情，嘴巴却,"Map247.json,events,2,pages,0,list,70,parameters,0"
张得大大的，眉毛也动了动。,"Map247.json,events,2,pages,0,list,71,parameters,0"
到底怎么了呢？,"Map247.json,events,2,pages,0,list,72,parameters,0"
店长看着他，嘴巴张开。,"Map247.json,events,2,pages,0,list,74,parameters,0"
也就是说……因为冲击全身都弄脏了,"Map247.json,events,2,pages,0,list,75,parameters,0"
太难看了，嘴巴才会张开吧。,"Map247.json,events,2,pages,0,list,76,parameters,0"
还是说，盔甲破了，内衣全部露出来了？,"Map247.json,events,2,pages,0,list,77,parameters,0"
是什么原因呢？,"Map247.json,events,2,pages,0,list,80,parameters,0"
