清彦,"Map155.json,events,1,pages,0,list,23,parameters,0"
「已经过去一个小时了吗？」,"Map155.json,events,1,pages,0,list,24,parameters,0"
带着一定的食物和水分，开始攀登山峰。,"Map155.json,events,1,pages,0,list,26,parameters,0"
这里是很久没有火山喷发的地方，像个火山。,"Map155.json,events,1,pages,0,list,27,parameters,0"
现在应该是靠近山脚的地方。,"Map155.json,events,1,pages,0,list,28,parameters,0"
离顶峰还需要一段时间。,"Map155.json,events,1,pages,0,list,29,parameters,0"
清彦,"Map155.json,events,1,pages,0,list,31,parameters,0"
「不过……」,"Map155.json,events,1,pages,0,list,32,parameters,0"
会有人经过这里吗，虽然有些地方修整过,"Map155.json,events,1,pages,0,list,40,parameters,0"
但在这样的地方会有宝藏吗。,"Map155.json,events,1,pages,0,list,41,parameters,0"
虽然也是为了侦察才上来的……。,"Map155.json,events,1,pages,0,list,42,parameters,0"
清彦,"Map155.json,events,1,pages,0,list,44,parameters,0"
「看起来也没有什么像样的东西。,"Map155.json,events,1,pages,0,list,45,parameters,0"
没有遇到人，看来是失望了」,"Map155.json,events,1,pages,0,list,46,parameters,0"
要真正攀登的话，需要做好相应的准备。,"Map155.json,events,1,pages,0,list,48,parameters,0"
现在就下山准备吧,"Map155.json,events,1,pages,0,list,49,parameters,0"
或者去其他地方看看也可以。,"Map155.json,events,1,pages,0,list,50,parameters,0"
那么就下山吧。\.\.\.,"Map155.json,events,1,pages,0,list,52,parameters,0"
……在那之前，先稍微休息一下。,"Map155.json,events,1,pages,0,list,53,parameters,0"
虽然他经历了冒险，但爬山还是很辛苦的。,"Map155.json,events,1,pages,0,list,54,parameters,0"
靠在岩壁上仰望天空，吐出一口气。\!,"Map155.json,events,1,pages,0,list,63,parameters,0"
呼……。声音和风声。,"Map155.json,events,1,pages,0,list,64,parameters,0"
如果周围被植物包围，一定很舒服,"Map155.json,events,1,pages,0,list,65,parameters,0"
但沙子飞扬，弄脏了他的盔甲，感到闷闷不乐。,"Map155.json,events,1,pages,0,list,66,parameters,0"
清彦,"Map155.json,events,1,pages,0,list,69,parameters,0"
「咳咳。,"Map155.json,events,1,pages,0,list,70,parameters,0"
不能久留此地，赶紧回――。,"Map155.json,events,1,pages,0,list,71,parameters,0"
用力撞向墙壁,"Map155.json,events,1,pages,0,list,73,parameters,0"
试图用反作用力把身体扶起来……就在那时。,"Map155.json,events,1,pages,0,list,74,parameters,0"
清彦,"Map155.json,events,1,pages,0,list,79,parameters,0"
「呜啊啊！？」,"Map155.json,events,1,pages,0,list,80,parameters,0"
墙壁突然坍塌。,"Map155.json,events,1,pages,0,list,85,parameters,0"
原本要扶起的身体倒在地上,"Map155.json,events,1,pages,0,list,86,parameters,0"
盔甲的金属与坚硬的岩石相撞,"Map155.json,events,1,pages,0,list,87,parameters,0"
在\C[18]洞窟内\C[0]发出沉闷的声音。,"Map155.json,events,1,pages,0,list,88,parameters,0"
清彦,"Map155.json,events,1,pages,0,list,90,parameters,0"
「好疼……」,"Map155.json,events,1,pages,0,list,91,parameters,0"
虽然身体受到了强烈的冲击，但头部还是保护住了。,"Map155.json,events,1,pages,0,list,93,parameters,0"
慢慢地站起来，走出去。,"Map155.json,events,1,pages,0,list,94,parameters,0"
清彦,"Map155.json,events,1,pages,0,list,104,parameters,0"
「怎么会有这样的地方崩塌」,"Map155.json,events,1,pages,0,list,105,parameters,0"
并不是使用了魔法。只是靠在上面而已。,"Map155.json,events,1,pages,0,list,107,parameters,0"
再怎么说岩石也太松了。\!,"Map155.json,events,1,pages,0,list,108,parameters,0"
……就像是人为制造的一样。,"Map155.json,events,1,pages,0,list,109,parameters,0"
清彦,"Map155.json,events,1,pages,0,list,115,parameters,0"
「里面一片漆黑。,"Map155.json,events,1,pages,0,list,116,parameters,0"
虽然有照亮的工具……,"Map155.json,events,1,pages,0,list,117,parameters,0"
……但是，现在去吗？」,"Map155.json,events,1,pages,0,list,118,parameters,0"
如果不现在去的话，可能会被别人先进去。,"Map155.json,events,1,pages,0,list,120,parameters,0"
寻宝可是冒险的事情……,"Map155.json,events,1,pages,0,list,121,parameters,0"
万一是危险的魔物巢穴又该怎么办。,"Map155.json,events,1,pages,0,list,122,parameters,0"
等待着的将会是『死』。,"Map155.json,events,1,pages,0,list,123,parameters,0"
使用道具，稍微照亮里面。,"Map155.json,events,1,pages,0,list,126,parameters,0"
……是一条修整得相当好的直线道路。,"Map155.json,events,1,pages,0,list,127,parameters,0"
这不像是自然形成的道路。,"Map155.json,events,1,pages,0,list,128,parameters,0"
看起来像是由谁建造的。,"Map155.json,events,1,pages,0,list,129,parameters,0"
清彦,"Map155.json,events,1,pages,0,list,131,parameters,0"
「人类不会在这里居住。,"Map155.json,events,1,pages,0,list,132,parameters,0"
看到修整得如此好的地方，很有可能是魔物的巢穴。,"Map155.json,events,1,pages,0,list,133,parameters,0"
……没有必要勉强进入,"Map155.json,events,1,pages,0,list,134,parameters,0"
「哦，出现了找到这里的人类啊」,"Map155.json,events,1,pages,0,list,139,parameters,0"
清彦,"Map155.json,events,1,pages,0,list,146,parameters,0"
（刚才的声音是谁，是女声……。,"Map155.json,events,1,pages,0,list,148,parameters,0"
她躲在哪里？）」,"Map155.json,events,1,pages,0,list,149,parameters,0"
拔出剑，警惕四周。,"Map155.json,events,1,pages,0,list,162,parameters,0"
不知道会有什么攻击飞来。,"Map155.json,events,1,pages,0,list,163,parameters,0"
为了能听到最微小的声音，集中注意力。,"Map155.json,events,1,pages,0,list,164,parameters,0"
「上面」,"Map155.json,events,1,pages,0,list,167,parameters,0"
上面！？\!,"Map155.json,events,1,pages,0,list,175,parameters,0"
当他抬起头时,"Map155.json,events,1,pages,0,list,176,parameters,0"
看到一个人浮在空中，背对着太阳。,"Map155.json,events,1,pages,0,list,177,parameters,0"
因为太阳的缘故，阴影很深,"Map155.json,events,1,pages,0,list,179,parameters,0"
无法完全把握她的外貌……。,"Map155.json,events,1,pages,0,list,180,parameters,0"
但至少可以确定她是魔物娘。,"Map155.json,events,1,pages,0,list,181,parameters,0"
咻。魔物娘发出轻微的声音，降临在他面前。,"Map155.json,events,1,pages,0,list,191,parameters,0"
低下脸，保持弯腰的姿势……。,"Map155.json,events,1,pages,0,list,193,parameters,0"
慢慢地……。魔物娘抬起了头。,"Map155.json,events,1,pages,0,list,194,parameters,0"
「庆祝吧。,"Map155.json,events,1,pages,0,list,199,parameters,0"
你是第六个挑战者」,"Map155.json,events,1,pages,0,list,200,parameters,0"
清彦,"Map155.json,events,1,pages,0,list,202,parameters,0"
「诶」,"Map155.json,events,1,pages,0,list,203,parameters,0"
第六个？什么？！,"Map155.json,events,1,pages,0,list,207,parameters,0"
眼前的魔物娘具有独特的特征，我从未见过。,"Map155.json,events,1,pages,0,list,208,parameters,0"
她锋利的爪子可以切割一切,"Map155.json,events,1,pages,0,list,210,parameters,0"
她的脚似乎也能做到同样的事。,"Map155.json,events,1,pages,0,list,211,parameters,0"
那摇摆的邪恶尾巴不时刮着地面。,"Map155.json,events,1,pages,0,list,212,parameters,0"
仅仅尾巴看起来就有杀伤力。,"Map155.json,events,1,pages,0,list,213,parameters,0"
清彦,"Map155.json,events,1,pages,0,list,215,parameters,0"
「（这个魔物娘……是什么？）」,"Map155.json,events,1,pages,0,list,216,parameters,0"
如果陷入战斗，胜算有多大呢。,"Map155.json,events,1,pages,0,list,218,parameters,0"
他的剑能否抵挡住那把爪子。,"Map155.json,events,1,pages,0,list,219,parameters,0"
当被使用魔法时，他的魔法能否对抗。,"Map155.json,events,1,pages,0,list,220,parameters,0"
一切都是未知数。,"Map155.json,events,1,pages,0,list,221,parameters,0"
他拿起剑稍微后退，,"Map155.json,events,1,pages,0,list,226,parameters,0"
随时准备逃跑。,"Map155.json,events,1,pages,0,list,227,parameters,0"
