这附近气候温暖,"Map079.json,events,2,pages,0,list,11,parameters,0"
全年都很暖和，可以穿着单薄的衣服过日子。,"Map079.json,events,2,pages,0,list,12,parameters,0"
从那天起过了多少天呢。\!,"Map079.json,events,2,pages,0,list,14,parameters,0"
她一个人喃喃自语。,"Map079.json,events,2,pages,0,list,15,parameters,0"
海风无情地吹向她的身体。,"Map079.json,events,2,pages,0,list,17,parameters,0"
裙子被吹得翻飞,"Map079.json,events,2,pages,0,list,18,parameters,0"
差点露出里面的东西，但,"Map079.json,events,2,pages,0,list,19,parameters,0"
她习惯地按住裙子。,"Map079.json,events,2,pages,0,list,20,parameters,0"
手很细，没有肌肉。,"Map079.json,events,2,pages,0,list,22,parameters,0"
腿也有女性特征的脂肪，非常柔软。,"Map079.json,events,2,pages,0,list,23,parameters,0"
胸部突出，腰细，下体没有任何东西。,"Map079.json,events,2,pages,0,list,24,parameters,0"
映在美丽的海上的自己的脸,"Map079.json,events,2,pages,0,list,26,parameters,0"
非常小巧可爱,"Map079.json,events,2,pages,0,list,27,parameters,0"
直发的蓝色头发,"Map079.json,events,2,pages,0,list,28,parameters,0"
非常顺滑，在风中摇曳，非常有画面感。,"Map079.json,events,2,pages,0,list,29,parameters,0"
\C[27]清彦,"Map079.json,events,2,pages,0,list,31,parameters,0"
「已经，这样的身体无法冒险了。对吧……」,"Map079.json,events,2,pages,0,list,32,parameters,0"
我想重新锻炼。,"Map079.json,events,2,pages,0,list,34,parameters,0"
但是，女性的身体非常花钱。,"Map079.json,events,2,pages,0,list,35,parameters,0"
连衣服都比男人贵，老实说很辛苦。,"Map079.json,events,2,pages,0,list,36,parameters,0"
但是，那两个帮助我的男人……。,"Map079.json,events,2,pages,0,list,38,parameters,0"
卡西奥和贡贡的支援，让我建立了生活基础,"Map079.json,events,2,pages,0,list,39,parameters,0"
利用冒险家的知识，在杂货店工作。,"Map079.json,events,2,pages,0,list,40,parameters,0"
我对他们非常感激。,"Map079.json,events,2,pages,0,list,41,parameters,0"
女人非常危险。,"Map079.json,events,2,pages,0,list,43,parameters,0"
仅仅因为是女人，被袭击的事情并不少见。,"Map079.json,events,2,pages,0,list,44,parameters,0"
然而，那两个人从未做过这样的事。,"Map079.json,events,2,pages,0,list,45,parameters,0"
人类已经成熟了。\!\C[18]差点爱上了。,"Map079.json,events,2,pages,0,list,46,parameters,0"
「清彦酱！」,"Map079.json,events,2,pages,0,list,50,parameters,0"
\C[27]清彦,"Map079.json,events,2,pages,0,list,61,parameters,0"
「\C[18]卡西奥\C[27]。怎么了？这么慌张」,"Map079.json,events,2,pages,0,list,62,parameters,0"
卡西奥,"Map079.json,events,2,pages,0,list,64,parameters,0"
「哈哈……。\!不，那个……。\!,"Map079.json,events,2,pages,0,list,65,parameters,0"
稍微，有点事情要和你说……嗯」,"Map079.json,events,2,pages,0,list,66,parameters,0"
\C[27]清彦,"Map079.json,events,2,pages,0,list,69,parameters,0"
「什么事？」,"Map079.json,events,2,pages,0,list,70,parameters,0"
ED8.海滩上的少女ED,"Map079.json,events,2,pages,0,list,85,parameters,0"
ED8.海滩上的少女ED,"Map079.json,events,2,pages,0,list,100,parameters,0"
