\C[27]清彦,"Map023.json,events,2,pages,0,list,4,parameters,0"
「被带到这里……已经过了几天了吗」,"Map023.json,events,2,pages,0,list,5,parameters,0"
啪嗒。她合上书，深深地叹了口气。,"Map023.json,events,2,pages,0,list,9,parameters,0"
\!当她醒来时，发现自己被关在地下牢里。,"Map023.json,events,2,pages,0,list,10,parameters,0"
现在是几点，几月几日她都不知道。,"Map023.json,events,2,pages,0,list,11,parameters,0"
幸运的是，有很多可以打发时间的东西。,"Map023.json,events,2,pages,0,list,12,parameters,0"
镜子里映出的是一个人类男性。\!……不对。,"Map023.json,events,2,pages,0,list,20,parameters,0"
如果今天醒来，看着镜子。,"Map023.json,events,2,pages,0,list,21,parameters,0"
现在，俯视自己的身体，会恢复原样吗？,"Map023.json,events,2,pages,0,list,22,parameters,0"
\!她多少次这样想过……但现实是残酷的。,"Map023.json,events,2,pages,0,list,23,parameters,0"
精灵被抓住后，就会成为大拍卖会的对象。,"Map023.json,events,2,pages,0,list,25,parameters,0"
所以她在这里待了很长时间,"Map023.json,events,2,pages,0,list,26,parameters,0"
也是为了准备拍卖会。,"Map023.json,events,2,pages,0,list,27,parameters,0"
\C[27]清彦,"Map023.json,events,2,pages,0,list,31,parameters,0"
「我……会被拍卖会怎么样,"Map023.json,events,2,pages,0,list,32,parameters,0"
会变成……一辈子的奴隶吗？\!,"Map023.json,events,2,pages,0,list,33,parameters,0"
用这个身体，永远……？」,"Map023.json,events,2,pages,0,list,34,parameters,0"
她用手触摸着镜子，小声地说道。,"Map023.json,events,2,pages,0,list,36,parameters,0"
\!精灵的、美女的奴隶。\!,"Map023.json,events,2,pages,0,list,37,parameters,0"
\C[18]如果得到这样的奴隶，只有一件事可做。,"Map023.json,events,2,pages,0,list,38,parameters,0"
\C[27]清彦,"Map023.json,events,2,pages,0,list,40,parameters,0"
「……生、育」,"Map023.json,events,2,pages,0,list,41,parameters,0"
她的身体颤抖着，为即将到来的噩梦而战栗。,"Map023.json,events,2,pages,0,list,43,parameters,0"
为什么会变成这样……？,"Map023.json,events,2,pages,0,list,44,parameters,0"
是因为没有做好准备，与那两个人相遇了吗？,"Map023.json,events,2,pages,0,list,45,parameters,0"
\C[27]清彦,"Map023.json,events,2,pages,0,list,47,parameters,0"
「绝对不要。,"Map023.json,events,2,pages,0,list,48,parameters,0"
但是……但是，该怎么办呢」,"Map023.json,events,2,pages,0,list,49,parameters,0"
有人走过来的声音。\!,"Map023.json,events,2,pages,0,list,55,parameters,0"
声音逐渐变大……。,"Map023.json,events,2,pages,0,list,56,parameters,0"
男,"Map023.json,events,2,pages,0,list,59,parameters,0"
「……打扰了」,"Map023.json,events,2,pages,0,list,60,parameters,0"
拜托了，请不要再说下去了。请回去吧。这样祈祷着。,"Map023.json,events,2,pages,0,list,75,parameters,0"
\!但是――。,"Map023.json,events,2,pages,0,list,76,parameters,0"
男,"Map023.json,events,2,pages,0,list,78,parameters,0"
「一切准备完毕。,"Map023.json,events,2,pages,0,list,79,parameters,0"
现在立刻离开这里去会场。,"Map023.json,events,2,pages,0,list,80,parameters,0"
……哦，别抵抗，你明白吧」,"Map023.json,events,2,pages,0,list,81,parameters,0"
\C[27]清彦,"Map023.json,events,2,pages,0,list,84,parameters,0"
「……好的」,"Map023.json,events,2,pages,0,list,85,parameters,0"
她小声颤抖地嘀咕道。,"Map023.json,events,2,pages,0,list,87,parameters,0"
男性,"Map023.json,events,4,name"
