大妖狐大人,"Map142.json,events,1,name"
\C[27]清彦,"Map142.json,events,2,pages,0,list,9,parameters,0"
「……！\!这、这是哪里」,"Map142.json,events,2,pages,0,list,10,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,12,parameters,0"
「早上好，清彦君。身体怎么样？」,"Map142.json,events,2,pages,0,list,13,parameters,0"
……身体。,"Map142.json,events,2,pages,0,list,15,parameters,0"
还是穿着皮肤的状态。,"Map142.json,events,2,pages,0,list,16,parameters,0"
说起来，自己是怎么睡着的呢？,"Map142.json,events,2,pages,0,list,17,parameters,0"
慢慢回想起那件事。,"Map142.json,events,2,pages,0,list,18,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,21,parameters,0"
「我被分身从后面袭击了……」,"Map142.json,events,2,pages,0,list,22,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,24,parameters,0"
「对不起，我的分身做了一些奇怪的事情。,"Map142.json,events,2,pages,0,list,25,parameters,0"
我有点担心你是否受到了精神上的打击……,"Map142.json,events,2,pages,0,list,26,parameters,0"
没事吧……也许？」,"Map142.json,events,2,pages,0,list,27,parameters,0"
\C[27]不，很舒服。\C[0]\!,"Map142.json,events,2,pages,0,list,31,parameters,0"
绝对不能说出这样的话。,"Map142.json,events,2,pages,0,list,32,parameters,0"
只能回答得平淡一些。,"Map142.json,events,2,pages,0,list,33,parameters,0"
她没有问题。我这样回答。,"Map142.json,events,2,pages,0,list,34,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,36,parameters,0"
「是吗，那就好。,"Map142.json,events,2,pages,0,list,37,parameters,0"
（皮肤也变得光滑了）,"Map142.json,events,2,pages,0,list,38,parameters,0"
如果是这种表情，现在脱掉也没关系吧？」,"Map142.json,events,2,pages,0,list,39,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,41,parameters,0"
「……是的。,"Map142.json,events,2,pages,0,list,42,parameters,0"
请多关照」,"Map142.json,events,2,pages,0,list,43,parameters,0"
一瞬间感到有点可惜，可能只是错觉。,"Map142.json,events,2,pages,0,list,52,parameters,0"
头脑因为与男人完全不同的快感而变得疯狂……。,"Map142.json,events,2,pages,0,list,53,parameters,0"
真的变得疯狂了。,"Map142.json,events,2,pages,0,list,54,parameters,0"
但如果沉迷其中，可能会变得更糟糕。,"Map142.json,events,2,pages,0,list,55,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,57,parameters,0"
“挺直背部哦～？,"Map142.json,events,2,pages,0,list,58,parameters,0"
如果哪里疼的话请示意哦？”,"Map142.json,events,2,pages,0,list,59,parameters,0"
按照她的话，挺直了背部。,"Map142.json,events,2,pages,0,list,62,parameters,0"
后脑勺被向后拉，有点呼吸困难。,"Map142.json,events,2,pages,0,list,65,parameters,0"
然后，轻松地脱下来了……很奇怪。,"Map142.json,events,2,pages,0,list,66,parameters,0"
穿上时很顺利，但脱下来可能会有些困难,"Map142.json,events,2,pages,0,list,67,parameters,0"
更不用说，里面因为出汗而黏糊糊的。,"Map142.json,events,2,pages,0,list,68,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,70,parameters,0"
「……啊」,"Map142.json,events,2,pages,0,list,71,parameters,0"
听到了大妖狐小声地察觉到什么的低语。,"Map142.json,events,2,pages,0,list,73,parameters,0"
比人类更容易听到声音,"Map142.json,events,2,pages,0,list,74,parameters,0"
这是因为狐耳才能做到的听力吧。,"Map142.json,events,2,pages,0,list,75,parameters,0"
脸可以轻松地脱下来，但胸部却很困难。,"Map142.json,events,2,pages,0,list,77,parameters,0"
奇怪。因为胸部是平的，所以应该很容易脱下来。,"Map142.json,events,2,pages,0,list,78,parameters,0"
就像充气球在胸部阻碍一样……。,"Map142.json,events,2,pages,0,list,79,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,88,parameters,0"
「咕……！卡在胸部了……！\!好……」,"Map142.json,events,2,pages,0,list,89,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,96,parameters,0"
「清彦君……。,"Map142.json,events,2,pages,0,list,97,parameters,0"
那个，不要在意……好吗？」,"Map142.json,events,2,pages,0,list,98,parameters,0"
\C[27]嗯……为什么……？\!\C[0],"Map142.json,events,2,pages,0,list,101,parameters,0"
当我想说出这样的话时,"Map142.json,events,2,pages,0,list,102,parameters,0"
已经被背后的大妖狐叫住了。,"Map142.json,events,2,pages,0,list,103,parameters,0"
那个带来了让头脑变得疯狂的快感的胸部,"Map142.json,events,2,pages,0,list,106,parameters,0"
仍然贴在自己的胸前。而且相当重。,"Map142.json,events,2,pages,0,list,107,parameters,0"
匆忙脱下全身，用手拍打身体。,"Map142.json,events,2,pages,0,list,111,parameters,0"
用三根手指按住前掩饰,"Map142.json,events,2,pages,0,list,112,parameters,0"
完全没有重量感了,"Map142.json,events,2,pages,0,list,113,parameters,0"
指头顺利地插进去了。,"Map142.json,events,2,pages,0,list,114,parameters,0"
手触碰到被分身弄得一团糟的部位,"Map142.json,events,2,pages,0,list,116,parameters,0"
她发出了甜美的声音。,"Map142.json,events,2,pages,0,list,117,parameters,0"
看着这样的情景，无言的大妖狐开口了。,"Map142.json,events,2,pages,0,list,118,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,120,parameters,0"
「我也能理解你的感受……。,"Map142.json,events,2,pages,0,list,121,parameters,0"
嗯，现在还是停下来吧……也许？」,"Map142.json,events,2,pages,0,list,122,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,127,parameters,0"
「啊……不，这个」,"Map142.json,events,2,pages,0,list,128,parameters,0"
并不是性的意思，只是为了确认。,"Map142.json,events,2,pages,0,list,130,parameters,0"
为什么没有恢复原样？为什么还是这样？,"Map142.json,events,2,pages,0,list,131,parameters,0"
在问这些之前,"Map142.json,events,2,pages,0,list,132,parameters,0"
只是想自己先看看。,"Map142.json,events,2,pages,0,list,133,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,135,parameters,0"
「顺便问一下！\.\.\.为什么没有恢复原样呢……？」,"Map142.json,events,2,pages,0,list,136,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,138,parameters,0"
「……那个皮肤。,"Map142.json,events,2,pages,0,list,139,parameters,0"
当感受到水或快感时，连内部也会改变」,"Map142.json,events,2,pages,0,list,140,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,142,parameters,0"
「当我的分身输了的时候,"Map142.json,events,2,pages,0,list,143,parameters,0"
被做了这个那个的呢。,"Map142.json,events,2,pages,0,list,144,parameters,0"
居然还被那样对待了……」,"Map142.json,events,2,pages,0,list,145,parameters,0"
无论怎么看都是那个时候。,"Map142.json,events,2,pages,0,list,148,parameters,0"
被做了这个那个，最后……。,"Map142.json,events,2,pages,0,list,149,parameters,0"
回想起那一瞬间，她的下腹部,"Map142.json,events,2,pages,0,list,150,parameters,0"
咕噜地一声似乎有些动容。,"Map142.json,events,2,pages,0,list,151,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,153,parameters,0"
「我没有说出来，是我的错……呢。,"Map142.json,events,2,pages,0,list,154,parameters,0"
因为我觉得你不会说『我会做』。,"Map142.json,events,2,pages,0,list,155,parameters,0"
对不起，清彦君！」,"Map142.json,events,2,pages,0,list,156,parameters,0"
大妖狐低下头。,"Map142.json,events,2,pages,0,list,158,parameters,0"
大胸间隙可见，蓬松尾巴抬起,"Map142.json,events,2,pages,0,list,159,parameters,0"
噗嗤地发出声音，稍微左右摇晃。,"Map142.json,events,2,pages,0,list,160,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,162,parameters,0"
「不……嘛。,"Map142.json,events,2,pages,0,list,163,parameters,0"
而且，大妖狐小姐也不知道如何恢复,"Map142.json,events,2,pages,0,list,164,parameters,0"
可能在世界的某个地方……吧？」,"Map142.json,events,2,pages,0,list,165,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,168,parameters,0"
「而且，通过变化魔法或者说变身魔法,"Map142.json,events,2,pages,0,list,169,parameters,0"
平时可以作为男性行动。,"Map142.json,events,2,pages,0,list,170,parameters,0"
如果还有回去的方法，就用这个暂时应付吧」,"Map142.json,events,2,pages,0,list,171,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,173,parameters,0"
「钱可以用短刀换成现金。,"Map142.json,events,2,pages,0,list,174,parameters,0"
通过通信魔法，可以与自己和大妖狐小姐联系」,"Map142.json,events,2,pages,0,list,175,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,178,parameters,0"
「是啊……,"Map142.json,events,2,pages,0,list,179,parameters,0"
清彦君，你什么时候知道这个信息的？」,"Map142.json,events,2,pages,0,list,180,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,182,parameters,0"
「嗯……那个……？」,"Map142.json,events,2,pages,0,list,183,parameters,0"
大妖狐不知道如何恢复。,"Map142.json,events,2,pages,0,list,185,parameters,0"
但是，可能在世界的某个地方。,"Map142.json,events,2,pages,0,list,186,parameters,0"
平时可以变化为男性形态活动。\!,"Map142.json,events,2,pages,0,list,187,parameters,0"
尽管这些事实都没有听说过。,"Map142.json,events,2,pages,0,list,188,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,190,parameters,0"
「……为什么呢？」,"Map142.json,events,2,pages,0,list,191,parameters,0"
这是最好的回答了。,"Map142.json,events,2,pages,0,list,193,parameters,0"
因为，真的不知道嘛。,"Map142.json,events,2,pages,0,list,194,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,196,parameters,0"
「（皮肤适应了。\!,"Map142.json,events,2,pages,0,list,197,parameters,0"
我的记忆也部分传承下来了……是这样吗？,"Map142.json,events,2,pages,0,list,198,parameters,0"
这个皮肤还有很多我不知道的事情呢）」,"Map142.json,events,2,pages,0,list,199,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,201,parameters,0"
「那就没问题了吧……？,"Map142.json,events,2,pages,0,list,202,parameters,0"
你知道妖狐身体的基本吧？,"Map142.json,events,2,pages,0,list,203,parameters,0"
耳朵的护理，尾巴的护理之类的」,"Map142.json,events,2,pages,0,list,204,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,206,parameters,0"
「那个――。,"Map142.json,events,2,pages,0,list,207,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,219,parameters,0"
「嗯嗯。,"Map142.json,events,2,pages,0,list,220,parameters,0"
大概你已经理解了吧。,"Map142.json,events,2,pages,0,list,221,parameters,0"
再多修行一下」,"Map142.json,events,2,pages,0,list,222,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,224,parameters,0"
「这个名字！,"Map142.json,events,2,pages,0,list,225,parameters,0"
让我们更加了解女孩子的修行会！\!,"Map142.json,events,2,pages,0,list,226,parameters,0"
还是说，女子力强化合宿比较好？」,"Map142.json,events,2,pages,0,list,227,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,230,parameters,0"
「虽然你这么说……既然可以变化就不需要了吧」,"Map142.json,events,2,pages,0,list,231,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,233,parameters,0"
「变回男孩子的时候，知道这些会很方便哦？,"Map142.json,events,2,pages,0,list,234,parameters,0"
比如，因为知道那种感觉,"Map142.json,events,2,pages,0,list,235,parameters,0"
对女孩子做同样的事情，会受欢迎吧？」,"Map142.json,events,2,pages,0,list,236,parameters,0"
