大妖狐大人,"Map148.json,events,1,name"
……一周后。,"Map148.json,events,2,pages,0,list,1,parameters,0"
大妖狐,"Map148.json,events,2,pages,0,list,7,parameters,0"
“吸血姬小姐，怎么样……呢？”,"Map148.json,events,2,pages,0,list,8,parameters,0"
吸血姬,"Map148.json,events,2,pages,0,list,13,parameters,0"
“是啊。,"Map148.json,events,2,pages,0,list,14,parameters,0"
只是气味的话，和你的气味一样。,"Map148.json,events,2,pages,0,list,15,parameters,0"
兄弟姐妹之间很常见的事情。”,"Map148.json,events,2,pages,0,list,16,parameters,0"
大妖狐,"Map148.json,events,2,pages,0,list,18,parameters,0"
“是吗……”,"Map148.json,events,2,pages,0,list,19,parameters,0"
吸血姬,"Map148.json,events,2,pages,0,list,23,parameters,0"
“你，可以把手给我吗？”,"Map148.json,events,2,pages,0,list,24,parameters,0"
\C[27]清彦,"Map148.json,events,2,pages,0,list,26,parameters,0"
“手吗？”,"Map148.json,events,2,pages,0,list,27,parameters,0"
吸血姬,"Map148.json,events,2,pages,0,list,29,parameters,0"
“我要取一点血。,"Map148.json,events,2,pages,0,list,30,parameters,0"
会有点刺痛，但请忍耐。”,"Map148.json,events,2,pages,0,list,31,parameters,0"
伸出了惯用的右手臂。,"Map148.json,events,2,pages,0,list,33,parameters,0"
大妖狐的爪子不亚于尖锐的爪子,"Map148.json,events,2,pages,0,list,34,parameters,0"
在她的皮肤上轻轻划了一下。,"Map148.json,events,2,pages,0,list,35,parameters,0"
舔了一口沾在爪子上的血。,"Map148.json,events,2,pages,0,list,38,parameters,0"
气氛紧张得像是厨师在品尝味道。,"Map148.json,events,2,pages,0,list,39,parameters,0"
紧张感弥漫开来。,"Map148.json,events,2,pages,0,list,40,parameters,0"
吸血姬,"Map148.json,events,2,pages,0,list,45,parameters,0"
“气味、血液。\.\.全部都一样。,"Map148.json,events,2,pages,0,list,46,parameters,0"
真的是血缘关系呢，你们。”,"Map148.json,events,2,pages,0,list,47,parameters,0"
也就是说，皮肤完全粘连,"Map148.json,events,2,pages,0,list,51,parameters,0"
皮肤已经变成了自己本身的证据。,"Map148.json,events,2,pages,0,list,52,parameters,0"
吸血姬,"Map148.json,events,2,pages,0,list,58,parameters,0"
“我的任务到此为止了。,"Map148.json,events,2,pages,0,list,59,parameters,0"
可能是多余的话……。,"Map148.json,events,2,pages,0,list,60,parameters,0"
拥有妹妹并不是坏事，我觉得。”,"Map148.json,events,2,pages,0,list,61,parameters,0"
沉默。\!,"Map148.json,events,2,pages,0,list,66,parameters,0"
从那之后，两人之间的气氛变得沉重起来。,"Map148.json,events,2,pages,0,list,67,parameters,0"
大妖狐,"Map148.json,events,2,pages,0,list,71,parameters,0"
“那个样子，就是清彦君本人吗。”,"Map148.json,events,2,pages,0,list,72,parameters,0"
\C[27]清彦,"Map148.json,events,2,pages,0,list,77,parameters,0"
“那个，怎么说呢……。\!,"Map148.json,events,2,pages,0,list,78,parameters,0"
确实是很震惊，但我还没有变回来的意思吧？”,"Map148.json,events,2,pages,0,list,79,parameters,0"
\C[27]清彦,"Map148.json,events,2,pages,0,list,81,parameters,0"
