大妖狐大人,"Map132.json,events,1,name"
大妖狐,"Map132.json,events,2,pages,0,list,1,parameters,0"
「再次。\!,"Map132.json,events,2,pages,0,list,2,parameters,0"
给你，清彦君，作为感谢的礼物」,"Map132.json,events,2,pages,0,list,3,parameters,0"
获得了『魔力短刀』。,"Map132.json,events,2,pages,0,list,8,parameters,0"
终于得到了目标的东西。,"Map132.json,events,2,pages,0,list,11,parameters,0"
现在只需要离开这个岛屿，考虑如何出售。,"Map132.json,events,2,pages,0,list,12,parameters,0"
如果顺利的话……这就足够还债了。,"Map132.json,events,2,pages,0,list,13,parameters,0"
这样就好了。\!,"Map132.json,events,2,pages,0,list,16,parameters,0"
为什么呢，为什么呢。皮肤的事情一直萦绕在脑海中。,"Map132.json,events,2,pages,0,list,17,parameters,0"
那个皮肤\C[18]再一次――。,"Map132.json,events,2,pages,0,list,18,parameters,0"
大妖狐,"Map132.json,events,2,pages,0,list,20,parameters,0"
「清彦君？,"Map132.json,events,2,pages,0,list,21,parameters,0"
真的没关系吗？可以在这里过夜哦？,"Map132.json,events,2,pages,0,list,22,parameters,0"
还是……想要摸摸摸？」,"Map132.json,events,2,pages,0,list,23,parameters,0"
蓬松的大尾巴。,"Map132.json,events,2,pages,0,list,29,parameters,0"
……啊。现在的话，真想扑过去试试看。,"Map132.json,events,2,pages,0,list,30,parameters,0"
摸摸摸……甚至想要摸到自己的东西。,"Map132.json,events,2,pages,0,list,31,parameters,0"
但是，那已经不存在了。,"Map132.json,events,2,pages,0,list,32,parameters,0"
清彦,"Map132.json,events,2,pages,0,list,35,parameters,0"
「对不起，那就稍微一下」,"Map132.json,events,2,pages,0,list,36,parameters,0"
大妖狐,"Map132.json,events,2,pages,0,list,39,parameters,0"
「好～的♪,"Map132.json,events,2,pages,0,list,40,parameters,0"
尽情地摸摸摸吧♪」,"Map132.json,events,2,pages,0,list,41,parameters,0"
大量的蓬松尾巴向我逼近。,"Map132.json,events,2,pages,0,list,51,parameters,0"
轻轻握住其中一个尾巴……。\!,"Map132.json,events,2,pages,0,list,52,parameters,0"
摸摸摸。摸摸摸。,"Map132.json,events,2,pages,0,list,53,parameters,0"
大妖狐,"Map132.json,events,2,pages,0,list,55,parameters,0"
「更加毫无顾忌地摸吧♪」,"Map132.json,events,2,pages,0,list,56,parameters,0"
埋入其中。全身被包裹住，享受其中。,"Map132.json,events,2,pages,0,list,60,parameters,0"
尽情地享受。感受到一丝魔力，感觉很舒服。\!,"Map132.json,events,2,pages,0,list,61,parameters,0"
啊……太开心了。,"Map132.json,events,2,pages,0,list,62,parameters,0"
刚才还没怎么感兴趣的事情。,"Map132.json,events,2,pages,0,list,63,parameters,0"
这种情感几乎没有涌上心头。,"Map132.json,events,2,pages,0,list,65,parameters,0"
为什么呢？从脱下皮肤开始就变得真的奇怪。,"Map132.json,events,2,pages,0,list,66,parameters,0"
仿佛陷入了某种依赖症,"Map132.json,events,2,pages,0,list,67,parameters,0"
无法逃脱的感觉――。,"Map132.json,events,2,pages,0,list,68,parameters,0"
刀,"Map132.json,events,3,name"
