大妖狐大人,"Map144.json,events,1,name"
大妖狐,"Map144.json,events,2,pages,0,list,3,parameters,0"
「这是约定的短刀」,"Map144.json,events,2,pages,0,list,4,parameters,0"
\C[27]清彦,"Map144.json,events,2,pages,0,list,6,parameters,0"
「谢谢你」,"Map144.json,events,2,pages,0,list,7,parameters,0"
拿起那把短刀。,"Map144.json,events,2,pages,0,list,10,parameters,0"
现在的她能更好地理解。,"Map144.json,events,2,pages,0,list,11,parameters,0"
这把短刀的珍贵之处。,"Map144.json,events,2,pages,0,list,12,parameters,0"
魔力非常强大。不，不对，是美丽。,"Map144.json,events,2,pages,0,list,14,parameters,0"
从刀身渗出的美丽，比任何钻石都珍贵。,"Map144.json,events,2,pages,0,list,15,parameters,0"
不仅能偿还债务,"Map144.json,events,2,pages,0,list,16,parameters,0"
甚至还能买一栋别墅。,"Map144.json,events,2,pages,0,list,17,parameters,0"
说实话，无法估价。,"Map144.json,events,2,pages,0,list,19,parameters,0"
因此商人不会选择出售。,"Map144.json,events,2,pages,0,list,20,parameters,0"
会进行大规模宣传，并在拍卖会上出售。,"Map144.json,events,2,pages,0,list,21,parameters,0"
这是一件有着极高价值的一流商品。,"Map144.json,events,2,pages,0,list,22,parameters,0"
大妖狐,"Map144.json,events,2,pages,0,list,25,parameters,0"
「……所以，要脱掉吗？」,"Map144.json,events,2,pages,0,list,26,parameters,0"
\C[27]清彦,"Map144.json,events,2,pages,0,list,29,parameters,0"
是的，拜托了」,"Map144.json,events,2,pages,0,list,31,parameters,0"
大妖狐用手触摸着背后的拉链。,"Map144.json,events,2,pages,0,list,45,parameters,0"
有了这个，或许能一直保持冷静到最后。,"Map144.json,events,2,pages,0,list,46,parameters,0"
人外也能毕业了。,"Map144.json,events,2,pages,0,list,47,parameters,0"
最后，故意左右摇晃着耳朵和尾巴，,"Map144.json,events,2,pages,0,list,49,parameters,0"
享受一下耳朵和尾巴的感觉。,"Map144.json,events,2,pages,0,list,50,parameters,0"
那个拉链逐渐被拉下来……。,"Map144.json,events,2,pages,0,list,51,parameters,0"
一直脱到腰部以下。,"Map144.json,events,2,pages,0,list,52,parameters,0"
凉爽的东西触碰到整个背部，,"Map144.json,events,2,pages,0,list,56,parameters,0"
那股风传到皮肤里。,"Map144.json,events,2,pages,0,list,57,parameters,0"
呼……真是舒服。,"Map144.json,events,2,pages,0,list,58,parameters,0"
皮肤下面没有消失，那是谎言。,"Map144.json,events,2,pages,0,list,59,parameters,0"
仿佛从桑拿走出来时的舒适感，,"Map144.json,events,2,pages,0,list,61,parameters,0"
不由自主地陶醉其中。,"Map144.json,events,2,pages,0,list,62,parameters,0"
脱下头，脱下身体……\C[18]尾巴不由自主地摇动起来。,"Map144.json,events,2,pages,0,list,63,parameters,0"
尾巴……？\!,"Map144.json,events,2,pages,0,list,73,parameters,0"
明明脱下了皮肤，为什么尾巴还会摇动呢。,"Map144.json,events,2,pages,0,list,74,parameters,0"
是可以摇动吗，还是听到了摇动的声音。,"Map144.json,events,2,pages,0,list,75,parameters,0"
\C[27]清彦,"Map144.json,events,2,pages,0,list,80,parameters,0"
「为、为什么……」,"Map144.json,events,2,pages,0,list,81,parameters,0"
大妖狐,"Map144.json,events,2,pages,0,list,87,parameters,0"
「对不起。,"Map144.json,events,2,pages,0,list,88,parameters,0"
这个皮肤，经过水和性快感的磨合后，,"Map144.json,events,2,pages,0,list,89,parameters,0"
内部会接近皮肤」,"Map144.json,events,2,pages,0,list,90,parameters,0"
大妖狐,"Map144.json,events,2,pages,0,list,92,parameters,0"
「清彦君也有很多事情，我没有察觉到吗……？」,"Map144.json,events,2,pages,0,list,93,parameters,0"
\C[27]清彦,"Map144.json,events,2,pages,0,list,95,parameters,0"
「察觉到什么……」,"Map144.json,events,2,pages,0,list,96,parameters,0"
\C[18]有。\.\.太多了。\C[0]\!,"Map144.json,events,2,pages,0,list,99,parameters,0"
耳朵和尾巴变得可以动了。,"Map144.json,events,2,pages,0,list,100,parameters,0"
内部感觉消失了，只剩下外部。,"Map144.json,events,2,pages,0,list,101,parameters,0"
那个感觉完全消失了。,"Map144.json,events,2,pages,0,list,102,parameters,0"
在分身战中展示出的异常身体能力。,"Map144.json,events,2,pages,0,list,104,parameters,0"
而且，对分身的攻击方式也有所理解。,"Map144.json,events,2,pages,0,list,105,parameters,0"
这就是结果吧。,"Map144.json,events,2,pages,0,list,106,parameters,0"
大妖狐,"Map144.json,events,2,pages,0,list,108,parameters,0"
「虽然造了这个皮肤，但还是吓到了。,"Map144.json,events,2,pages,0,list,109,parameters,0"
最后的那个动作……光是身体能力的话，或许比我还强？」,"Map144.json,events,2,pages,0,list,110,parameters,0"
大妖狐,"Map144.json,events,2,pages,0,list,112,parameters,0"
「所以！\!,"Map144.json,events,2,pages,0,list,113,parameters,0"
清彦君要卖掉这把短刀，还债。,"Map144.json,events,2,pages,0,list,114,parameters,0"
还完债之后……知道该怎么办吗？」,"Map144.json,events,2,pages,0,list,115,parameters,0"
\C[27]清彦,"Map144.json,events,2,pages,0,list,117,parameters,0"
「该怎么办……」,"Map144.json,events,2,pages,0,list,118,parameters,0"
首先要恢复原来的样子。,"Map144.json,events,2,pages,0,list,121,parameters,0"
大妖狐不知道如何恢复原样。,"Map144.json,events,2,pages,0,list,122,parameters,0"
但是，如果环游世界，或许能找到恢复的方法。,"Map144.json,events,2,pages,0,list,123,parameters,0"
即使隶属于不同的地方，也可以保持联系。,"Map144.json,events,2,pages,0,list,124,parameters,0"
妖狐身体的保养方法。,"Map144.json,events,2,pages,0,list,126,parameters,0"
每天要注意哪些部位，要小心哪些地方。,"Map144.json,events,2,pages,0,list,127,parameters,0"
妖狐的优点和弱点。变化魔法的弱点。,"Map144.json,events,2,pages,0,list,128,parameters,0"
还有其他狐狸的有用信息。,"Map144.json,events,2,pages,0,list,129,parameters,0"
\C[27]清彦,"Map144.json,events,2,pages,0,list,132,parameters,0"
「这是……？」,"Map144.json,events,2,pages,0,list,133,parameters,0"
大妖狐,"Map144.json,events,2,pages,0,list,135,parameters,0"
「我的一部分记忆好像也渗透进去了。,"Map144.json,events,2,pages,0,list,136,parameters,0"
……嗯，那就没问题了吧」,"Map144.json,events,2,pages,0,list,137,parameters,0"
大妖狐,"Map144.json,events,2,pages,0,list,139,parameters,0"
「……咳咳。\.\.\.,"Map144.json,events,2,pages,0,list,140,parameters,0"
保重，出发吧，仆人清彦。,"Map144.json,events,2,pages,0,list,141,parameters,0"
祝愿你能够变回人类男性」,"Map144.json,events,2,pages,0,list,142,parameters,0"
突然变得庄重起来，大妖狐的认真态度让人感到不自然。,"Map144.json,events,2,pages,0,list,145,parameters,0"
虽然我们之间是主仆关系，但我故意不去追究。,"Map144.json,events,2,pages,0,list,146,parameters,0"
说实话，我确实想抱怨一下。,"Map144.json,events,2,pages,0,list,148,parameters,0"
……但奇怪的是，我并没有那种心情。,"Map144.json,events,2,pages,0,list,149,parameters,0"
主人……大人的命令给我带来了愉悦的感觉，,"Map144.json,events,2,pages,0,list,150,parameters,0"
这可能是妖狐化的影响吧。,"Map144.json,events,2,pages,0,list,151,parameters,0"
无论好坏，我确实受过她的照顾。,"Map144.json,events,2,pages,0,list,154,parameters,0"
如果没有大妖狐，我就无法偿还债务。,"Map144.json,events,2,pages,0,list,155,parameters,0"
所以……我要好好回应主人的话。,"Map144.json,events,2,pages,0,list,156,parameters,0"
她跪下来，低下头，开口说道。,"Map144.json,events,2,pages,0,list,157,parameters,0"
\C[27]清彦,"Map144.json,events,2,pages,0,list,159,parameters,0"
“我明白了，主人。,"Map144.json,events,2,pages,0,list,160,parameters,0"
我这就去。”,"Map144.json,events,2,pages,0,list,161,parameters,0"
大妖狐,"Map144.json,events,2,pages,0,list,167,parameters,0"
“能再说一遍吗？”,"Map144.json,events,2,pages,0,list,168,parameters,0"
\C[27]清彦,"Map144.json,events,2,pages,0,list,170,parameters,0"
「嗯……？」,"Map144.json,events,2,pages,0,list,171,parameters,0"
刀,"Map144.json,events,3,name"
