大妖狐大人,"Map128.json,events,1,name"
大妖狐,"Map128.json,events,2,pages,0,list,3,parameters,0"
“辛苦了。,"Map128.json,events,2,pages,0,list,4,parameters,0"
那么，这是约定的短刀。”,"Map128.json,events,2,pages,0,list,5,parameters,0"
\C[27]清彦酱,"Map128.json,events,2,pages,0,list,7,parameters,0"
“谢谢。\.\.\.……呼”,"Map128.json,events,2,pages,0,list,8,parameters,0"
一股疲劳涌上心头。,"Map128.json,events,2,pages,0,list,10,parameters,0"
在那个世界待了多久，已经不记得了。,"Map128.json,events,2,pages,0,list,11,parameters,0"
她一直通过冒险锻炼自己的体力，对自己的体力有信心,"Map128.json,events,2,pages,0,list,12,parameters,0"
但是，如果身体发生了巨大的变化，就会感到筋疲力尽。,"Map128.json,events,2,pages,0,list,13,parameters,0"
大妖狐,"Map128.json,events,2,pages,0,list,15,parameters,0"
“累了吗？”,"Map128.json,events,2,pages,0,list,16,parameters,0"
大妖狐,"Map128.json,events,2,pages,0,list,23,parameters,0"
“嗯嗯～♪可以摸摸头回血吗？”,"Map128.json,events,2,pages,0,list,24,parameters,0"
\C[27]清彦酱,"Map128.json,events,2,pages,0,list,27,parameters,0"
“啊不……没关系。,"Map128.json,events,2,pages,0,list,28,parameters,0"
\!比起这个，能帮我脱掉皮吗？”,"Map128.json,events,2,pages,0,list,29,parameters,0"
大妖狐,"Map128.json,events,2,pages,0,list,31,parameters,0"
“哦哦，是这样啊♪”,"Map128.json,events,2,pages,0,list,32,parameters,0"
大妖狐,"Map128.json,events,2,pages,0,list,47,parameters,0"
“挺直背部哦～？,"Map128.json,events,2,pages,0,list,48,parameters,0"
如果哪里疼的话请示意哦？”,"Map128.json,events,2,pages,0,list,49,parameters,0"
按照她的话，挺直了背部。,"Map128.json,events,2,pages,0,list,52,parameters,0"
后脑勺被拉向后方，有些呼吸困难。,"Map128.json,events,2,pages,0,list,55,parameters,0"
听到拉链拉下的声音。,"Map128.json,events,2,pages,0,list,56,parameters,0"
皮下的皮肤暴露在外界空气中，感觉冰凉。,"Map128.json,events,2,pages,0,list,57,parameters,0"
\C[27]大妖狐,"Map128.json,events,2,pages,0,list,59,parameters,0"
“啊……那个。,"Map128.json,events,2,pages,0,list,60,parameters,0"
\!嗯，从这里开始……能自己脱下来吗？”,"Map128.json,events,2,pages,0,list,61,parameters,0"
伸出双手到后脖颈处，拉开了拉链。,"Map128.json,events,2,pages,0,list,63,parameters,0"
感动地触摸着自己脱下皮肤后的皮肤。,"Map128.json,events,2,pages,0,list,64,parameters,0"
然后从头开始脱下来。,"Map128.json,events,2,pages,0,list,65,parameters,0"
原本紧绷的东西逐渐消失。,"Map128.json,events,2,pages,0,list,67,parameters,0"
啊，果然正常最好。,"Map128.json,events,2,pages,0,list,68,parameters,0"
特别是头部与呼吸有关，所以更加重要。,"Map128.json,events,2,pages,0,list,69,parameters,0"
只要脱下头部就容易多了。,"Map128.json,events,2,pages,0,list,71,parameters,0"
可能是内部出汗的原因，皮肤有些粘连,"Map128.json,events,2,pages,0,list,72,parameters,0"
但是一旦脱掉就没问题了。,"Map128.json,events,2,pages,0,list,73,parameters,0"
\C[27]清彦,"Map128.json,events,2,pages,0,list,82,parameters,0"
「呼……」,"Map128.json,events,2,pages,0,list,83,parameters,0"
啊……清凉的空气感觉非常舒服。,"Map128.json,events,2,pages,0,list,88,parameters,0"
仰望天空，深呼吸。,"Map128.json,events,2,pages,0,list,89,parameters,0"
\C[27]清彦,"Map128.json,events,2,pages,0,list,92,parameters,0"
「嗯……？」,"Map128.json,events,2,pages,0,list,93,parameters,0"
自己的呼吸声似乎变高了。\!,"Map128.json,events,2,pages,0,list,95,parameters,0"
……不对，很高。\!,"Map128.json,events,2,pages,0,list,96,parameters,0"
嗯……？胸部是不是这么沉重的东西。,"Map128.json,events,2,pages,0,list,97,parameters,0"
\!嗯……？\!嗯……？\!嗯……？,"Map128.json,events,2,pages,0,list,98,parameters,0"
\C[27]清彦酱,"Map128.json,events,2,pages,0,list,103,parameters,0"
“诶……？\.\.\.怎、\.\.怎么、\.\.\.\.\.了”,"Map128.json,events,2,pages,0,list,104,parameters,0"
脱掉了皮。,"Map128.json,events,2,pages,0,list,107,parameters,0"
在胸下，虽然还有正在脱下的皮肤,"Map128.json,events,2,pages,0,list,108,parameters,0"
但是胸部明显膨胀，突出了那个沟壑。,"Map128.json,events,2,pages,0,list,109,parameters,0"
而且还特别沉重，肩膀都要僵硬了。,"Map128.json,events,2,pages,0,list,110,parameters,0"
听力比以前好了。,"Map128.json,events,2,pages,0,list,112,parameters,0"
屁股上好像连接着什么沉重的东西,"Map128.json,events,2,pages,0,list,113,parameters,0"
发出沙沙的声音。,"Map128.json,events,2,pages,0,list,114,parameters,0"
\!这是，究竟。,"Map128.json,events,2,pages,0,list,115,parameters,0"
血液从脸上退去，慢慢地转过身。,"Map128.json,events,2,pages,0,list,127,parameters,0"
用颤抖的眼神看着大妖狐的眼睛。,"Map128.json,events,2,pages,0,list,128,parameters,0"
看到她的表情，大妖狐后退了一步,"Map128.json,events,2,pages,0,list,129,parameters,0"
“啊～……”尴尬地移开目光。,"Map128.json,events,2,pages,0,list,130,parameters,0"
\C[27]清彦酱,"Map128.json,events,2,pages,0,list,132,parameters,0"
“为、为什么……还没变回来？”,"Map128.json,events,2,pages,0,list,133,parameters,0"
大妖狐,"Map128.json,events,2,pages,0,list,135,parameters,0"
“……对、对不起。”,"Map128.json,events,2,pages,0,list,136,parameters,0"
大妖狐,"Map128.json,events,2,pages,0,list,138,parameters,0"
“那个皮肤，\C[18]如果受到水或性刺激,"Map128.json,events,2,pages,0,list,139,parameters,0"
