旅馆的店员,"Map256.json,events,2,pages,0,list,4,parameters,0"
「清彦先生，辛苦了」,"Map256.json,events,2,pages,0,list,5,parameters,0"
\C[27]清彦,"Map256.json,events,2,pages,0,list,20,parameters,0"
「嗯唔……。,"Map256.json,events,2,pages,0,list,21,parameters,0"
这是店长送来的货物」,"Map256.json,events,2,pages,0,list,22,parameters,0"
将大箱子放在台子上。,"Map256.json,events,2,pages,0,list,26,parameters,0"
不知道里面装着什么。,"Map256.json,events,2,pages,0,list,27,parameters,0"
旅馆的店员,"Map256.json,events,2,pages,0,list,29,parameters,0"
「谢谢。,"Map256.json,events,2,pages,0,list,30,parameters,0"
顺便问一下……有没有告诉你这个箱子里装着什么？」,"Map256.json,events,2,pages,0,list,31,parameters,0"
\C[27]清彦,"Map256.json,events,2,pages,0,list,33,parameters,0"
「没有……只是让我送过来而已」,"Map256.json,events,2,pages,0,list,34,parameters,0"
旅馆的店员,"Map256.json,events,2,pages,0,list,36,parameters,0"
「是吗……。,"Map256.json,events,2,pages,0,list,37,parameters,0"
我被告知收到后就打开，,"Map256.json,events,2,pages,0,list,38,parameters,0"
总之先打开看看吧」,"Map256.json,events,2,pages,0,list,39,parameters,0"
\C[27]清彦,"Map256.json,events,2,pages,0,list,41,parameters,0"
「是呢」,"Map256.json,events,2,pages,0,list,42,parameters,0"
不知为何有一种不好的预感。,"Map256.json,events,2,pages,0,list,46,parameters,0"
应该在这里停下来吗……。,"Map256.json,events,2,pages,0,list,47,parameters,0"
慢慢地箱子打开的场景,"Map256.json,events,2,pages,0,list,48,parameters,0"
留下了印象……。,"Map256.json,events,2,pages,0,list,49,parameters,0"
嗖。\.\.。飘出一股东西的气味。,"Map256.json,events,2,pages,0,list,56,parameters,0"
那东西撞到两人的脸上，有着甜蜜的桃子香味。,"Map256.json,events,2,pages,0,list,57,parameters,0"
箱子里装的似乎是香料。,"Map256.json,events,2,pages,0,list,58,parameters,0"
