大妖狐大人,"Map141.json,events,1,name"
大妖狐,"Map141.json,events,2,pages,0,list,4,parameters,0"
「因为长时间穿着定制的皮肤,"Map141.json,events,2,pages,0,list,5,parameters,0"
反应速度超过了人类。,"Map141.json,events,2,pages,0,list,6,parameters,0"
虽然清彦君本来就有战斗感觉，但还是很惊讶」,"Map141.json,events,2,pages,0,list,7,parameters,0"
大妖狐,"Map141.json,events,2,pages,0,list,9,parameters,0"
「不过，那样的输法也太糟糕了吧？,"Map141.json,events,2,pages,0,list,10,parameters,0"
除了耳朵和尾巴之外被摸到就晕倒了。,"Map141.json,events,2,pages,0,list,11,parameters,0"
因为是男孩子，所以那里也很弱……？」,"Map141.json,events,2,pages,0,list,12,parameters,0"
大妖狐,"Map141.json,events,2,pages,0,list,14,parameters,0"
「不……皮肤还没有完全适应。,"Map141.json,events,2,pages,0,list,15,parameters,0"
感觉应该是一半一半。但是被摸摸就倒下了。,"Map141.json,events,2,pages,0,list,16,parameters,0"
胸部和那个地方迅速适应了……？嗯嗯」,"Map141.json,events,2,pages,0,list,17,parameters,0"
大妖狐,"Map141.json,events,2,pages,0,list,20,parameters,0"
「无论如何，数据还不够，呢。,"Map141.json,events,2,pages,0,list,21,parameters,0"
虽然想试试另一个或两个人……。,"Map141.json,events,2,pages,0,list,22,parameters,0"
但是主动提出这样的内容也不太好」,"Map141.json,events,2,pages,0,list,23,parameters,0"
大妖狐,"Map141.json,events,2,pages,0,list,36,parameters,0"
「清彦……\.\.\.哇，比预想的还要糟糕」,"Map141.json,events,2,pages,0,list,37,parameters,0"
她仰面倒下，不时抽搐。,"Map141.json,events,2,pages,0,list,39,parameters,0"
虽然可以呼吸,"Map141.json,events,2,pages,0,list,40,parameters,0"
但如果有人看到，可能会认为她处于危险状态。,"Map141.json,events,2,pages,0,list,41,parameters,0"
大妖狐,"Map141.json,events,2,pages,0,list,45,parameters,0"
「腰是不是软了呢。,"Map141.json,events,2,pages,0,list,46,parameters,0"
让她躺一会应该没问题」,"Map141.json,events,2,pages,0,list,47,parameters,0"
看着她的身体状况。,"Map141.json,events,2,pages,0,list,50,parameters,0"
竖立的狐耳和尾巴毛。,"Map141.json,events,2,pages,0,list,51,parameters,0"
但胸部松垮下来，露出了羞耻的地方,"Map141.json,events,2,pages,0,list,52,parameters,0"
更糟糕的是，那个地方更加糟糕。,"Map141.json,events,2,pages,0,list,53,parameters,0"
大妖狐,"Map141.json,events,2,pages,0,list,55,parameters,0"
「这样的状态，内在也……。,"Map141.json,events,2,pages,0,list,56,parameters,0"
要好好进行后续处理才行。,"Map141.json,events,2,pages,0,list,57,parameters,0"
那么就准备好被子吧～♪」,"Map141.json,events,2,pages,0,list,58,parameters,0"
