大妖狐大人,"Map138.json,events,1,name"
大妖狐,"Map138.json,events,2,pages,0,list,5,parameters,0"
「即使皮肤适应了，能力也不会立刻发挥出来。,"Map138.json,events,2,pages,0,list,6,parameters,0"
可能需要一段时间……或者说，每个人都不一样？……我也不知道」,"Map138.json,events,2,pages,0,list,7,parameters,0"
大妖狐,"Map138.json,events,2,pages,0,list,10,parameters,0"
「嗯……。,"Map138.json,events,2,pages,0,list,11,parameters,0"
那个孩子给我的红茶，有点不太喜欢」,"Map138.json,events,2,pages,0,list,12,parameters,0"
大妖狐,"Map138.json,events,2,pages,0,list,26,parameters,0"
「清彦君！？,"Map138.json,events,2,pages,0,list,27,parameters,0"
没事吧……\.\.\.应该没事吧」,"Map138.json,events,2,pages,0,list,28,parameters,0"
闭上眼睛，躺在那里的一只狐妖。,"Map138.json,events,2,pages,0,list,30,parameters,0"
被彻底打败，真的被搞得一团糟后。,"Map138.json,events,2,pages,0,list,31,parameters,0"
大妖狐,"Map138.json,events,2,pages,0,list,36,parameters,0"
「全身都在冒汗我还能理解。,"Map138.json,events,2,pages,0,list,37,parameters,0"
但左边的耳朵在流口水」,"Map138.json,events,2,pages,0,list,38,parameters,0"
大妖狐,"Map138.json,events,2,pages,0,list,40,parameters,0"
「然后这里……\.\.\.\.嗯，果然如我所料」,"Map138.json,events,2,pages,0,list,41,parameters,0"
大妖狐看着正对面的镜子。,"Map138.json,events,2,pages,0,list,43,parameters,0"
她的分身在那个世界里做过的事情。,"Map138.json,events,2,pages,0,list,44,parameters,0"
虽然不是她自己做的,"Map138.json,events,2,pages,0,list,45,parameters,0"
但还是有一点点罪恶感。,"Map138.json,events,2,pages,0,list,46,parameters,0"
大妖狐,"Map138.json,events,2,pages,0,list,49,parameters,0"
「没有接触水，只是把植物打倒了而已。,"Map138.json,events,2,pages,0,list,50,parameters,0"
但……最后还是变成这样了。,"Map138.json,events,2,pages,0,list,51,parameters,0"
好了，得让她睡一会儿了」,"Map138.json,events,2,pages,0,list,52,parameters,0"
大妖狐,"Map138.json,events,2,pages,0,list,57,parameters,0"
「话说，谁会突然挑战战斗啊！？,"Map138.json,events,2,pages,0,list,58,parameters,0"
清彦君果然太鲁莽了吧？？？,"Map138.json,events,2,pages,0,list,59,parameters,0"
吓了我一跳啊？？？」,"Map138.json,events,2,pages,0,list,60,parameters,0"
大妖狐,"Map138.json,events,2,pages,0,list,64,parameters,0"
「但是……清彦君没调查弱点是他的错。,"Map138.json,events,2,pages,0,list,65,parameters,0"
如果能找到弱点，我觉得可以赢。,"Map138.json,events,2,pages,0,list,66,parameters,0"
我没有错，对吧，嗯」,"Map138.json,events,2,pages,0,list,67,parameters,0"
大妖狐准备在床上让她继续睡觉。,"Map138.json,events,2,pages,0,list,86,parameters,0"
结果，她一直没有醒来……。,"Map138.json,events,2,pages,0,list,87,parameters,0"
