大妖狐大人,"Map151.json,events,1,name"
大妖狐,"Map151.json,events,1,pages,0,list,1,parameters,0"
「精灵森林在城镇外的北边。,"Map151.json,events,1,pages,0,list,2,parameters,0"
去村长那里拿东西来吧」,"Map151.json,events,1,pages,0,list,3,parameters,0"
大妖狐,"Map151.json,events,1,pages,0,list,5,parameters,0"
「还有，那边的村长……。,"Map151.json,events,1,pages,0,list,6,parameters,0"
\.\.\.嘛，应该没问题吧。有什么事就告诉我」,"Map151.json,events,1,pages,0,list,7,parameters,0"
\C[27]清彦,"Map151.json,events,1,pages,0,list,9,parameters,0"
「（刚才那是什么……？）」,"Map151.json,events,1,pages,0,list,10,parameters,0"
大妖狐,"Map151.json,events,1,pages,1,list,1,parameters,0"
「如果在城里看到好吃的东西的话,"Map151.json,events,1,pages,1,list,2,parameters,0"
请帮忙买一下♪,"Map151.json,events,1,pages,1,list,3,parameters,0"
点心之类的，还有……。,"Map151.json,events,1,pages,1,list,4,parameters,0"
油炸豆腐也不错……？」,"Map151.json,events,1,pages,1,list,6,parameters,0"
\C[27]清彦,"Map151.json,events,1,pages,1,list,8,parameters,0"
「油炸豆腐……。\.\.\.,"Map151.json,events,1,pages,1,list,9,parameters,0"
好啊，如果找到了一定会买回来的」,"Map151.json,events,1,pages,1,list,10,parameters,0"
在镜子世界里，虽然没有留下太深的印象。,"Map151.json,events,1,pages,1,list,14,parameters,0"
但是……现在，感觉非常美味。,"Map151.json,events,1,pages,1,list,15,parameters,0"
只是吃一口身体就不由自主地跳跃。,"Map151.json,events,1,pages,1,list,16,parameters,0"
而且还可以与各种料理混合……！,"Map151.json,events,1,pages,1,list,17,parameters,0"
光是想想就让人兴奋不已――。,"Map151.json,events,1,pages,1,list,19,parameters,0"
\.\.\.她决定把这也归咎于皮肤的影响。,"Map151.json,events,1,pages,1,list,20,parameters,0"
那个味道真的让人上瘾。,"Map151.json,events,1,pages,1,list,26,parameters,0"
只是吃一口身体就不由自主地跳跃。,"Map151.json,events,1,pages,1,list,27,parameters,0"
而且还可以与各种料理混合……！,"Map151.json,events,1,pages,1,list,28,parameters,0"
光是想想就让人兴奋不已――。,"Map151.json,events,1,pages,1,list,30,parameters,0"
\.\.\.她决定把这也归咎于皮肤的影响。,"Map151.json,events,1,pages,1,list,31,parameters,0"
虽然几乎没有吃过，但为什么会想起味道呢。,"Map151.json,events,1,pages,1,list,39,parameters,0"
而且非常美味，就像是顶级料理一样……。,"Map151.json,events,1,pages,1,list,40,parameters,0"
这也是皮肤的影响吗。,"Map151.json,events,1,pages,1,list,41,parameters,0"
