村长,"Map154.json,events,3,name"
村长,"Map154.json,events,3,pages,0,list,1,parameters,0"
「怎么样？决定了吗？」,"Map154.json,events,3,pages,0,list,2,parameters,0"
住在这个村庄,"Map154.json,events,3,pages,0,list,3,parameters,0,0"
请再给我一点时间考虑,"Map154.json,events,3,pages,0,list,3,parameters,0,1"
住在这个村庄,"Map154.json,events,3,pages,0,list,4,parameters,1"
\C[27]清彦,"Map154.json,events,3,pages,0,list,7,parameters,0"
（从这里出发，追赶那个家伙。但是）」,"Map154.json,events,3,pages,0,list,9,parameters,0"
\C[27]清彦,"Map154.json,events,3,pages,0,list,11,parameters,0"
「（冷静点思考。,"Map154.json,events,3,pages,0,list,12,parameters,0"
……能追上吗？\C[18]身体没有这么好的体力。,"Map154.json,events,3,pages,0,list,13,parameters,0"
而且精灵很值钱，总是会被盯上）」,"Map154.json,events,3,pages,0,list,14,parameters,0"
\C[27]清彦,"Map154.json,events,3,pages,0,list,16,parameters,0"
「（那么，现在在这里住也是一种选择。,"Map154.json,events,3,pages,0,list,17,parameters,0"
至少在这里是安全的。,"Map154.json,events,3,pages,0,list,18,parameters,0"
说不定还能找到恢复原状的方法）」,"Map154.json,events,3,pages,0,list,19,parameters,0"
\C[27]清彦,"Map154.json,events,3,pages,0,list,21,parameters,0"
「（那个交换身体的魔法，或者药剂的配方,"Map154.json,events,3,pages,0,list,22,parameters,0"
很有可能就在这里）」,"Map154.json,events,3,pages,0,list,23,parameters,0"
\C[27]清彦,"Map154.json,events,3,pages,0,list,26,parameters,0"
「……我决定住在这里」,"Map154.json,events,3,pages,0,list,27,parameters,0"
村长,"Map154.json,events,3,pages,0,list,30,parameters,0"
「诶！\!真、真的！？不是梦吧？？？」,"Map154.json,events,3,pages,0,list,31,parameters,0"
村长,"Map154.json,events,3,pages,0,list,33,parameters,0"
「隔壁的房子可以用，拜托了哦！,"Map154.json,events,3,pages,0,list,34,parameters,0"
虽然一半是储物间，但也能住下去。,"Map154.json,events,3,pages,0,list,35,parameters,0"
嘿嘿……以后会很有趣的♪」,"Map154.json,events,3,pages,0,list,36,parameters,0"
交叉着双指微笑的女性。,"Map154.json,events,3,pages,0,list,39,parameters,0"
她的美丽与众不同，拥有可爱的魅力，,"Map154.json,events,3,pages,0,list,40,parameters,0"
让『异性』看到都会陷入迷恋。,"Map154.json,events,3,pages,0,list,41,parameters,0"
对于这样的模样，清彦也陷入了迷恋。,"Map154.json,events,3,pages,0,list,43,parameters,0"
没错，她的内心还是男性。,"Map154.json,events,3,pages,0,list,44,parameters,0"
男人迷恋女性，没有任何问题。,"Map154.json,events,3,pages,0,list,45,parameters,0"
\C[27]清彦,"Map154.json,events,3,pages,0,list,49,parameters,0"
「……隔壁的房子是开着的，那个人说过,"Map154.json,events,3,pages,0,list,50,parameters,0"
不知道在哪里？」,"Map154.json,events,3,pages,0,list,51,parameters,0"
请再给我一点时间考虑,"Map154.json,events,3,pages,0,list,56,parameters,1"
村长,"Map154.json,events,3,pages,0,list,58,parameters,0"
「好的，我明白了。,"Map154.json,events,3,pages,0,list,59,parameters,0"
不用着急」,"Map154.json,events,3,pages,0,list,60,parameters,0"
村长,"Map154.json,events,3,pages,1,list,1,parameters,0"
「房子在外面向西的地方」,"Map154.json,events,3,pages,1,list,2,parameters,0"
村长,"Map154.json,events,3,pages,2,list,1,parameters,0"
「怎么样？这个房间还不错吧？」,"Map154.json,events,3,pages,2,list,2,parameters,0"
\C[27]清彦,"Map154.json,events,3,pages,2,list,4,parameters,0"
「嗯。虽然有点灰尘。」,"Map154.json,events,3,pages,2,list,5,parameters,0"
村长,"Map154.json,events,3,pages,2,list,7,parameters,0"
「只要有人住进来，很快就会收拾好的。,"Map154.json,events,3,pages,2,list,8,parameters,0"
虽然想说要帮忙打扫……但是先来开派对吧！,"Map154.json,events,3,pages,2,list,9,parameters,0"
我会给你做饭的」,"Map154.json,events,3,pages,2,list,10,parameters,0"
村长,"Map154.json,events,3,pages,2,list,12,parameters,0"
「阿卡莉好像喜欢蘑菇料理。,"Map154.json,events,3,pages,2,list,13,parameters,0"
今天就做很多蘑菇炖肉吧！,"Map154.json,events,3,pages,2,list,14,parameters,0"
期待吧！」,"Map154.json,events,3,pages,2,list,15,parameters,0"
\C[27]清彦,"Map154.json,events,3,pages,2,list,18,parameters,0"
「诶」,"Map154.json,events,3,pages,2,list,19,parameters,0"
村长,"Map154.json,events,3,pages,2,list,30,parameters,0"
「嗯嗯♪做饭。做饭」,"Map154.json,events,3,pages,2,list,31,parameters,0"
\C[27]清彦,"Map154.json,events,3,pages,2,list,34,parameters,0"
「（不、不能说出来……,"Map154.json,events,3,pages,2,list,35,parameters,0"
虽然不是完全不吃蘑菇。,"Map154.json,events,3,pages,2,list,36,parameters,0"
但是还挺讨厌的……）」,"Map154.json,events,3,pages,2,list,37,parameters,0"
精灵们基本上无法离开森林。,"Map154.json,events,3,pages,2,list,39,parameters,0"
也许这里的食物主要以蔬菜为主。,"Map154.json,events,3,pages,2,list,40,parameters,0"
作为冒险家，一直以来都是追求营养而非口味的饮食,"Map154.json,events,3,pages,2,list,43,parameters,0"
但是接下来，一直以蔬菜为主真的没问题吗？,"Map154.json,events,3,pages,2,list,44,parameters,0"
清彦考虑着未来的饮食情况，有些头疼。,"Map154.json,events,3,pages,2,list,45,parameters,0"
「嗯……凶手是谁呢？」,"Map154.json,events,4,pages,0,list,3,parameters,0"
\C[27]清彦,"Map154.json,events,4,pages,0,list,5,parameters,0"
「打扰了」,"Map154.json,events,4,pages,0,list,6,parameters,0"
\C[27]清彦,"Map154.json,events,4,pages,0,list,10,parameters,0"
「（是不是打扰她了……？）」,"Map154.json,events,4,pages,0,list,11,parameters,0"
村长,"Map154.json,events,4,pages,0,list,13,parameters,0"
「嗯嗯～……咕？」,"Map154.json,events,4,pages,0,list,14,parameters,0"
村长,"Map154.json,events,4,pages,0,list,19,parameters,0"
「哎呀，你是……」,"Map154.json,events,4,pages,0,list,20,parameters,0"
「大妖狐说的妹妹吗？,"Map154.json,events,4,pages,0,list,27,parameters,0"
初次见面，我是这个村子的村长。请多关照」,"Map154.json,events,4,pages,0,list,28,parameters,0"
\C[27]清彦,"Map154.json,events,4,pages,0,list,33,parameters,0"
「初次见面，我叫清彦」,"Map154.json,events,4,pages,0,list,34,parameters,0"
鞠躬。村长被蓬松尾巴,"Map154.json,events,4,pages,0,list,36,parameters,0"
吸引了视线，即使低头也能看到。,"Map154.json,events,4,pages,0,list,37,parameters,0"
抬起头，对视的时候，村长有些害羞的表情。\!,"Map154.json,events,4,pages,0,list,39,parameters,0"
啊，这个人喜欢蓬松的东西吗。,"Map154.json,events,4,pages,0,list,40,parameters,0"
还是单纯喜欢动物呢。\!,"Map154.json,events,4,pages,0,list,41,parameters,0"
那时我是这么想的。,"Map154.json,events,4,pages,0,list,42,parameters,0"
村长,"Map154.json,events,4,pages,0,list,46,parameters,0"
「呵呵……♪\.\.好可爱\C[18]的脸庞\C[0]呢」,"Map154.json,events,4,pages,0,list,47,parameters,0"
她的狐耳确实听到了小声的呢喃。,"Map154.json,events,4,pages,0,list,49,parameters,0"
可爱。美人。,"Map154.json,events,4,pages,0,list,50,parameters,0"
在城里也会被人这样称赞。,"Map154.json,events,4,pages,0,list,51,parameters,0"
\!……但那通常是男性之间的对话。,"Map154.json,events,4,pages,0,list,52,parameters,0"
